Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cluster
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.920000000000016,5.0,0.2,8.671,0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,255.968,4.0,0.2,-28.7964,0
First Class,Consumer,United States,Santa Clara,California,West,Office Supplies,Binders,21.551999999999992,6.0,0.2,7.0044,0
First Class,Consumer,United States,Santa Clara,California,West,Office Supplies,Appliances,58.24000000000001,4.0,0.0,15.7248,0
First Class,Home Office,United States,Long Beach,California,West,Office Supplies,Paper,80.28,12.0,0.0,36.9288,0
Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,9.780000000000001,2.0,0.0,4.0097999999999985,0
Standard Class,Home Office,United States,Santa Barbara,California,West,Office Supplies,Fasteners,1.8100000000000023,1.0,0.0,0.6515999999999984,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,37.94,2.0,0.0,18.2112,0
Standard Class,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,79.95999999999998,5.0,0.2,27.986,0
Standard Class,Corporate,United States,Cedar Hill,Texas,Central,Office Supplies,Paper,115.29600000000002,3.0,0.2,40.3536,0
Standard Class,Consumer,United States,Omaha,Nebraska,Central,Technology,Phones,2479.96,4.0,0.0,743.988,1
First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,179.94,6.0,0.0,75.5748,0
First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,26.849999999999994,3.0,0.0,5.1015000000000015,0
First Class,Consumer,United States,Little Rock,Arkansas,South,Technology,Accessories,323.37,3.0,0.0,129.348,0
First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Paper,59.94,3.0,0.0,28.1718,0
First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,64.13999999999999,3.0,0.0,30.7872,0
First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,11.669999999999987,3.0,0.0,5.601600000000001,0
First Class,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
Standard Class,Consumer,United States,Norfolk,Nebraska,Central,Office Supplies,Binders,17.430000000000007,3.0,0.0,8.017800000000001,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,181.986,2.0,0.3,28.770872676991154,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,1.592000000000013,2.0,0.8,-2.626800000000003,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Supplies,22.343999999999966,3.0,0.2,2.5137,0
Standard Class,Corporate,United States,Tucson,Arizona,West,Furniture,Tables,455.97,6.0,0.5,28.770872676991154,0
Standard Class,Corporate,United States,Tucson,Arizona,West,Office Supplies,Binders,10.439999999999998,6.0,0.7,-7.655999999999999,0
Standard Class,Corporate,United States,Tucson,Arizona,West,Office Supplies,Binders,5.213999999999999,2.0,0.7,-4.171199999999999,0
Standard Class,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Storage,67.4,5.0,0.0,17.524,0
First Class,Consumer,United States,Draper,Utah,West,Furniture,Furnishings,25.159999999999997,2.0,0.0,10.5672,0
First Class,Consumer,United States,Draper,Utah,West,Technology,Phones,126.56,4.0,0.2,47.46,0
First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,43.68000000000001,3.0,0.0,11.793599999999998,0
First Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,139.93,7.0,0.0,34.9825,0
Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Art,2.671999999999997,1.0,0.2,0.33399999999999963,0
Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Supplies,16.656000000000006,6.0,0.2,-3.123000000000001,0
Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Accessories,79.512,3.0,0.2,20.8719,0
Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,36.28800000000001,7.0,0.2,12.700800000000001,0
Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Bookcases,67.9932,1.0,0.32,-12.9987,0
Second Class,Corporate,United States,Montgomery,Alabama,South,Furniture,Furnishings,10.159999999999968,2.0,0.0,3.4543999999999997,0
Standard Class,Corporate,United States,Jackson,Mississippi,South,Furniture,Furnishings,6.160000000000025,2.0,0.0,1.9711999999999996,0
Standard Class,Corporate,United States,Jackson,Mississippi,South,Office Supplies,Art,56.29999999999998,2.0,0.0,15.764,0
Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Office Supplies,Paper,6.47999999999999,1.0,0.0,3.1103999999999985,0
Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Office Supplies,Storage,1325.85,5.0,0.0,238.653,0
Standard Class,Consumer,United States,North Las Vegas,Nevada,West,Office Supplies,Labels,14.939999999999998,3.0,0.0,6.872399999999999,0
Second Class,Corporate,United States,Atlanta,Georgia,South,Office Supplies,Binders,34.53999999999999,1.0,0.0,17.27,0
Second Class,Corporate,United States,Atlanta,Georgia,South,Technology,Copiers,2999.9500000000003,5.0,0.0,1439.976,1
Second Class,Corporate,United States,Atlanta,Georgia,South,Office Supplies,Binders,64.12,4.0,0.0,30.7776,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,19.45599999999999,4.0,0.2,2.1888000000000005,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Technology,Machines,209.986,2.0,0.3,8.999400000000001,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,29.75999999999999,5.0,0.2,1.8599999999999994,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,89.768,1.0,0.3,-2.564799999999998,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Technology,Copiers,959.984,2.0,0.2,335.9944,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.637599999999999,0
Same Day,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,34.360000000000014,1.0,0.2,-7.301499999999997,0
Standard Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,98.376,3.0,0.2,35.6613,0
Standard Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Binders,29.939999999999998,4.0,0.7,-23.952000000000005,0
Standard Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,17.47200000000001,3.0,0.2,5.6784,0
Standard Class,Corporate,United States,Columbus,Ohio,East,Technology,Phones,36.73799999999997,1.0,0.4,-9.1845,0
Standard Class,Corporate,United States,Columbus,Ohio,East,Technology,Phones,179.94,2.0,0.4,28.770872676991154,0
Standard Class,Consumer,United States,Pasadena,California,West,Furniture,Furnishings,383.64,6.0,0.0,122.76480000000001,0
Standard Class,Consumer,United States,Pasadena,California,West,Office Supplies,Appliances,56.52000000000001,3.0,0.0,15.8256,0
Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,6.560000000000002,2.0,0.0,1.9024,0
Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,243.92,5.0,0.2,-15.244999999999997,0
Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,47.52000000000001,9.0,0.0,22.8096,0
Standard Class,Home Office,United States,Clinton,Maryland,East,Furniture,Furnishings,19.97999999999999,1.0,0.0,8.5914,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,8.0,5.0,0.0,3.4400000000000013,0
Second Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,6.160000000000025,2.0,0.0,1.9711999999999996,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,83.56,4.0,0.0,1.671199999999999,0
Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,546.06,3.0,0.0,163.818,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,269.49,3.0,0.0,5.389800000000001,0
First Class,Consumer,United States,Lancaster,California,West,Office Supplies,Fasteners,10.900000000000006,5.0,0.0,3.5970000000000013,0
Standard Class,Home Office,United States,Great Falls,Montana,West,Office Supplies,Binders,6.096000000000004,2.0,0.2,2.2098000000000013,0
Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,34.05000000000001,3.0,0.0,9.533999999999999,0
Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,352.38,2.0,0.0,81.0474,0
Second Class,Corporate,United States,Lakewood,New Jersey,East,Furniture,Chairs,245.98,2.0,0.0,27.0578,0
Second Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Binders,18.939999999999998,1.0,0.0,9.469999999999999,0
Standard Class,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Binders,59.91300000000001,7.0,0.7,28.770872676991154,0
Same Day,Corporate,United States,Lawrence,Massachusetts,East,Technology,Phones,391.98,2.0,0.0,109.7544,0
Same Day,Corporate,United States,Lawrence,Massachusetts,East,Technology,Phones,437.85,3.0,0.0,131.355,0
Standard Class,Consumer,United States,Concord,New Hampshire,East,Office Supplies,Binders,68.61999999999998,2.0,0.0,32.2514,0
Standard Class,Consumer,United States,Baltimore,Maryland,East,Office Supplies,Supplies,25.02000000000004,3.0,0.0,6.505200000000002,0
Standard Class,Consumer,United States,Baltimore,Maryland,East,Office Supplies,Art,10.710000000000008,3.0,0.0,2.784600000000001,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,55.98400000000001,2.0,0.2,4.1987999999999985,0
Same Day,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,14.47999999999999,5.0,0.2,4.8870000000000005,0
Same Day,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,142.488,3.0,0.2,-3.562199999999997,0
Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,14.159999999999997,1.0,0.2,1.0620000000000012,0
Second Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,79.92000000000002,5.0,0.2,27.972,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,590.352,6.0,0.2,206.6232,0
Standard Class,Corporate,United States,Greensboro,North Carolina,South,Furniture,Furnishings,17.087999999999994,2.0,0.2,1.0680000000000014,0
Standard Class,Corporate,United States,Greensboro,North Carolina,South,Furniture,Chairs,98.392,1.0,0.2,-11.069099999999999,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,11.050000000000011,5.0,0.0,2.9834999999999994,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,7.780000000000001,2.0,0.0,2.0228,0
Standard Class,Consumer,United States,Monroe,Louisiana,South,Technology,Accessories,659.9,2.0,0.0,217.767,0
First Class,Consumer,United States,Cincinnati,Ohio,East,Technology,Accessories,53.03999999999999,3.0,0.2,-4.640999999999998,0
Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,843.9,2.0,0.0,371.316,0
Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,1496.1600000000003,9.0,0.0,224.424,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,117.96,2.0,0.0,5.898,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,21.30000000000001,5.0,0.0,8.733,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,1040.8000000000002,5.0,0.0,281.016,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,29.340000000000003,6.0,0.0,7.921800000000001,0
Standard Class,Corporate,United States,Memphis,Tennessee,South,Furniture,Furnishings,19.52000000000001,2.0,0.2,5.368000000000002,0
First Class,Consumer,United States,San Diego,California,West,Office Supplies,Storage,443.92,4.0,0.0,8.8784,0
Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Technology,Accessories,499.95,5.0,0.0,174.9825,0
Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Office Supplies,Art,3.0399999999999636,1.0,0.0,1.0335999999999999,0
Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Furniture,Chairs,201.96,2.0,0.0,50.49,0
Standard Class,Corporate,United States,La Crosse,Wisconsin,Central,Furniture,Furnishings,68.63999999999999,11.0,0.0,17.16,0
Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,100.0,4.0,0.0,21.0,0
Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,359.98,2.0,0.0,21.5988,0
Second Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,6.160000000000025,2.0,0.0,2.956800000000001,0
Second Class,Home Office,United States,Seattle,Washington,West,Furniture,Tables,2348.82,9.0,0.0,399.2994,1
Standard Class,Corporate,United States,Miami,Florida,South,Office Supplies,Labels,13.872000000000014,6.0,0.2,4.681799999999999,0
Standard Class,Corporate,United States,Miami,Florida,South,Furniture,Chairs,273.552,3.0,0.2,-13.677599999999998,0
Second Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,815.292,9.0,0.4,28.770872676991154,0
Standard Class,Consumer,United States,Chesapeake,Virginia,South,Technology,Accessories,234.45,3.0,0.0,103.15800000000002,0
Standard Class,Consumer,United States,Chesapeake,Virginia,South,Furniture,Tables,1256.2200000000003,6.0,0.0,75.3732,0
Standard Class,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Binders,17.460000000000008,2.0,0.0,8.206200000000003,0
Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,10.527999999999992,7.0,0.2,3.684799999999999,0
First Class,Home Office,United States,Ann Arbor,Michigan,Central,Office Supplies,Binders,152.8,5.0,0.0,76.4,0
Standard Class,Home Office,United States,La Mesa,California,West,Office Supplies,Binders,82.56,5.0,0.2,28.896,0
Standard Class,Home Office,United States,La Mesa,California,West,Technology,Accessories,284.97,3.0,0.0,85.491,0
Standard Class,Corporate,United States,Dearborn,Michigan,Central,Furniture,Furnishings,60.84,3.0,0.0,23.1192,0
Standard Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,1325.7600000000002,6.0,0.2,149.148,0
Standard Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,572.16,3.0,0.2,35.76,0
Standard Class,Home Office,United States,Lakewood,Ohio,East,Office Supplies,Paper,28.80000000000001,9.0,0.2,10.079999999999998,0
First Class,Home Office,United States,Meriden,Connecticut,East,Office Supplies,Art,11.119999999999976,4.0,0.0,2.8912000000000013,0
Second Class,Home Office,United States,Columbus,Georgia,South,Furniture,Furnishings,7.039999999999992,4.0,0.0,3.0976,0
Second Class,Corporate,United States,Roswell,Georgia,South,Office Supplies,Envelopes,17.939999999999998,3.0,0.0,8.790599999999998,0
First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,34.75999999999999,5.0,0.2,11.297,0
Standard Class,Corporate,United States,Morristown,New Jersey,East,Furniture,Furnishings,74.44999999999996,5.0,0.0,20.1015,0
Standard Class,Corporate,United States,Alexandria,Virginia,South,Furniture,Furnishings,192.22,14.0,0.0,69.1992,0
Standard Class,Consumer,United States,Salt Lake City,Utah,West,Office Supplies,Paper,19.440000000000026,3.0,0.0,9.331200000000003,0
Second Class,Corporate,United States,Apple Valley,California,West,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552,0
Second Class,Corporate,United States,Apple Valley,California,West,Office Supplies,Envelopes,57.900000000000006,5.0,0.0,28.95,0
Second Class,Corporate,United States,Apple Valley,California,West,Office Supplies,Storage,10.560000000000002,2.0,0.0,0.0,0
Second Class,Corporate,United States,Apple Valley,California,West,Furniture,Bookcases,1194.165,5.0,0.15,210.735,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,40.99000000000001,1.0,0.0,20.0851,0
Standard Class,Corporate,United States,Long Beach,California,West,Office Supplies,Art,2.9399999999999693,1.0,0.0,0.793800000000001,0
First Class,Home Office,United States,Salem,Oregon,West,Office Supplies,Binders,45.24000000000001,4.0,0.7,-30.160000000000004,0
First Class,Home Office,United States,Salem,Oregon,West,Office Supplies,Art,18.687999999999988,4.0,0.2,2.3359999999999985,0
First Class,Home Office,United States,Salem,Oregon,West,Office Supplies,Paper,11.647999999999996,2.0,0.2,3.7855999999999987,0
First Class,Home Office,United States,Salem,Oregon,West,Technology,Accessories,112.776,3.0,0.2,-8.458199999999998,0
First Class,Home Office,United States,Salem,Oregon,West,Furniture,Tables,377.45,5.0,0.5,28.770872676991154,0
First Class,Home Office,United States,Salem,Oregon,West,Office Supplies,Labels,15.936000000000007,4.0,0.2,5.179200000000002,0
First Class,Home Office,United States,Salem,Oregon,West,Technology,Phones,28.67999999999998,3.0,0.2,-7.170000000000002,0
Standard Class,Home Office,United States,Aurora,Colorado,West,Furniture,Furnishings,21.439999999999998,2.0,0.2,7.503999999999998,0
Standard Class,Home Office,United States,Aurora,Colorado,West,Office Supplies,Storage,511.056,9.0,0.2,28.770872676991154,0
Same Day,Corporate,United States,Newark,Ohio,East,Office Supplies,Art,18.656000000000006,2.0,0.2,1.3992000000000004,0
Same Day,Corporate,United States,Newark,Ohio,East,Office Supplies,Binders,11.088000000000022,7.0,0.7,-8.1312,0
Same Day,Corporate,United States,Newark,Ohio,East,Office Supplies,Storage,66.68799999999999,1.0,0.2,4.167999999999999,0
Same Day,Corporate,United States,Newark,Ohio,East,Office Supplies,Storage,99.488,2.0,0.2,8.705199999999998,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,14.620000000000005,2.0,0.0,6.871400000000001,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,53.98400000000001,14.0,0.2,17.5448,0
Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,389.97,3.0,0.0,132.5898,0
Second Class,Consumer,United States,Pocatello,Idaho,West,Furniture,Furnishings,355.36,4.0,0.0,92.39359999999999,0
Second Class,Consumer,United States,Pocatello,Idaho,West,Technology,Phones,140.376,3.0,0.2,8.773499999999999,0
Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Envelopes,15.840000000000003,2.0,0.2,5.5440000000000005,0
Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Paper,8.448000000000008,2.0,0.2,2.6400000000000006,0
Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Phones,57.408000000000015,6.0,0.2,5.7408,0
Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,27.599999999999994,4.0,0.0,2.2079999999999984,0
Standard Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,38.976,3.0,0.6,28.770872676991154,0
Standard Class,Home Office,United States,Holland,Michigan,Central,Office Supplies,Fasteners,20.439999999999998,7.0,0.0,9.198,0
Standard Class,Home Office,United States,Holland,Michigan,Central,Office Supplies,Paper,109.91999999999999,2.0,0.0,53.8608,0
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,Central,Office Supplies,Binders,6.3799999999999955,1.0,0.0,2.934799999999999,0
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,Central,Office Supplies,Paper,6.47999999999999,1.0,0.0,3.1103999999999985,0
Standard Class,Consumer,United States,Athens,Georgia,South,Office Supplies,Paper,15.840000000000003,3.0,0.0,7.128,0
Standard Class,Consumer,United States,Athens,Georgia,South,Technology,Phones,1049.93,7.0,0.0,293.9804,0
Standard Class,Consumer,United States,Athens,Georgia,South,Office Supplies,Appliances,154.9,5.0,0.0,40.274,0
Same Day,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,98.352,3.0,0.2,35.6526,0
Same Day,Consumer,United States,Apopka,Florida,South,Office Supplies,Fasteners,14.319999999999993,5.0,0.2,5.190999999999999,0
Same Day,Consumer,United States,Apopka,Florida,South,Furniture,Furnishings,129.888,6.0,0.2,12.988800000000001,0
Same Day,Consumer,United States,Apopka,Florida,South,Office Supplies,Envelopes,48.944000000000045,7.0,0.2,16.5186,0
Standard Class,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,275.058,3.0,0.3,28.770872676991154,0
Standard Class,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Art,27.360000000000014,9.0,0.0,9.302399999999999,0
Standard Class,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Paper,44.75000000000003,5.0,0.0,20.585,0
Standard Class,Corporate,United States,Baltimore,Maryland,East,Technology,Phones,134.99,1.0,0.0,36.4473,0
Standard Class,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Paper,26.400000000000006,5.0,0.0,12.672,0
Standard Class,Corporate,United States,Baltimore,Maryland,East,Furniture,Chairs,542.94,3.0,0.0,141.1644,0
Second Class,Consumer,United States,San Francisco,California,West,Furniture,Tables,71.088,2.0,0.2,-1.7772000000000006,0
Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,27.396000000000015,9.0,0.8,28.770872676991154,0
Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,13.455999999999989,1.0,0.8,-23.547999999999995,0
Same Day,Consumer,United States,Laredo,Texas,Central,Office Supplies,Labels,11.839999999999975,1.0,0.2,4.440000000000001,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,35.879999999999995,6.0,0.0,17.5812,0
First Class,Home Office,United States,Cleveland,Ohio,East,Office Supplies,Envelopes,40.75200000000001,3.0,0.2,15.282,0
First Class,Home Office,United States,Cleveland,Ohio,East,Technology,Accessories,139.96,5.0,0.2,-22.743500000000004,0
Standard Class,Consumer,United States,Marion,Ohio,East,Office Supplies,Art,2.6239999999999952,1.0,0.2,0.29520000000000124,0
Standard Class,Consumer,United States,Marion,Ohio,East,Furniture,Tables,136.52999999999997,1.0,0.4,28.770872676991154,0
Standard Class,Consumer,United States,Marion,Ohio,East,Technology,Accessories,263.96,1.0,0.2,42.8935,0
Standard Class,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Supplies,11.639999999999986,3.0,0.0,3.3755999999999986,0
Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,40.176000000000016,3.0,0.2,14.5638,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,79.44,3.0,0.0,30.1872,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,357.93,3.0,0.0,7.1586,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,127.764,2.0,0.1,21.294,0
Standard Class,Consumer,United States,New York City,New York,East,Technology,Copiers,2799.944,7.0,0.2,1014.9797000000001,1
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,19.440000000000026,3.0,0.0,9.331200000000003,0
Same Day,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,36.79200000000003,1.0,0.2,4.139099999999999,0
Standard Class,Home Office,United States,New York City,New York,East,Technology,Phones,5.939999999999998,3.0,0.0,1.6037999999999997,0
Standard Class,Consumer,United States,Richmond,Virginia,South,Office Supplies,Storage,177.55,5.0,0.0,47.9385,0
Second Class,Corporate,United States,Ann Arbor,Michigan,Central,Technology,Accessories,619.95,5.0,0.0,111.59100000000001,0
Second Class,Corporate,United States,Ann Arbor,Michigan,Central,Technology,Phones,29.160000000000025,3.0,0.0,8.456400000000002,0
Second Class,Corporate,United States,Ann Arbor,Michigan,Central,Office Supplies,Envelopes,57.96000000000001,7.0,0.0,27.2412,0
Second Class,Corporate,United States,Ann Arbor,Michigan,Central,Office Supplies,Appliances,29.402999999999963,3.0,0.1,5.2272,0
Second Class,Consumer,United States,Lafayette,Indiana,Central,Office Supplies,Storage,81.4,5.0,0.0,21.164,0
First Class,Corporate,United States,Springfield,Oregon,West,Office Supplies,Fasteners,8.719999999999999,5.0,0.2,2.2890000000000015,0
First Class,Corporate,United States,Springfield,Oregon,West,Technology,Accessories,91.17599999999999,3.0,0.2,4.558799999999998,0
First Class,Corporate,United States,Springfield,Oregon,West,Technology,Accessories,159.968,4.0,0.2,29.994,0
Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,331.536,3.0,0.2,28.770872676991154,0
First Class,Corporate,United States,New York City,New York,East,Technology,Accessories,899.91,9.0,0.0,395.9604,0
Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,7.0,0.2,118.293,0
Standard Class,Consumer,United States,Madison,Wisconsin,Central,Technology,Accessories,178.11,3.0,0.0,32.0598,0
Standard Class,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Appliances,1089.75,3.0,0.0,305.13,0
Standard Class,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Labels,61.06,2.0,0.0,28.0876,0
Standard Class,Consumer,United States,Madison,Wisconsin,Central,Furniture,Bookcases,459.9200000000001,4.0,0.0,41.3928,0
Standard Class,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Paper,27.52000000000004,4.0,0.0,12.659199999999998,0
First Class,Corporate,United States,Milford,Connecticut,East,Furniture,Bookcases,638.82,9.0,0.0,185.2578,0
First Class,Corporate,United States,Milford,Connecticut,East,Office Supplies,Supplies,30.689999999999998,3.0,0.0,7.979399999999998,0
First Class,Corporate,United States,Milford,Connecticut,East,Furniture,Furnishings,25.159999999999997,2.0,0.0,8.554400000000001,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,13.919999999999987,3.0,0.2,4.872,0
Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,19.360000000000014,2.0,0.0,9.2928,0
Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,19.30000000000001,2.0,0.0,5.789999999999999,0
Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,38.376000000000005,3.0,0.2,13.431600000000001,0
First Class,Corporate,United States,Fairfield,California,West,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.3504000000000005,0
First Class,Corporate,United States,Fairfield,California,West,Furniture,Furnishings,26.47999999999999,1.0,0.0,10.0624,0
First Class,Corporate,United States,Fairfield,California,West,Technology,Machines,532.72,2.0,0.2,53.272,0
First Class,Corporate,United States,Fairfield,California,West,Office Supplies,Paper,26.72,4.0,0.0,12.825599999999998,0
First Class,Corporate,United States,Fairfield,California,West,Office Supplies,Paper,20.039999999999992,3.0,0.0,9.6192,0
First Class,Corporate,United States,Fairfield,California,West,Office Supplies,Storage,795.48,7.0,0.0,7.954799999999999,0
First Class,Corporate,United States,Fairfield,California,West,Furniture,Furnishings,21.559999999999974,7.0,0.0,6.8992,0
Standard Class,Consumer,United States,Greenville,North Carolina,South,Technology,Phones,249.584,2.0,0.2,31.198,0
Standard Class,Consumer,United States,Greenville,North Carolina,South,Technology,Accessories,68.112,3.0,0.2,17.8794,0
Standard Class,Consumer,United States,Greenville,North Carolina,South,Technology,Accessories,16.560000000000002,3.0,0.2,-2.483999999999998,0
Standard Class,Consumer,United States,Long Beach,New York,East,Technology,Phones,74.94999999999999,5.0,0.0,36.7255,0
Standard Class,Consumer,United States,Buffalo Grove,Illinois,Central,Furniture,Tables,355.455,3.0,0.5,28.770872676991154,0
Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Labels,44.400000000000006,3.0,0.0,22.2,0
Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Labels,20.650000000000006,5.0,0.0,9.499000000000002,0
Standard Class,Consumer,United States,Richmond,Kentucky,South,Furniture,Chairs,866.4,4.0,0.0,225.264,0
Second Class,Consumer,United States,Springfield,Virginia,South,Office Supplies,Art,5.560000000000002,2.0,0.0,1.4455999999999989,0
Standard Class,Consumer,United States,Fort Worth,Texas,Central,Office Supplies,Appliances,3.1599999999999966,4.0,0.8,-8.532000000000004,0
Standard Class,Consumer,United States,Fort Worth,Texas,Central,Technology,Copiers,1999.96,5.0,0.2,624.9875,1
